,sentence,focus,episode,filename,tokens,stemmed_tokens,norm_tokens,token_count,sentiment
1681,On it the of the mystery vessel is,WORF,1.0,102.txt,"['On', 'mystery', 'vessel']","['On', 'mysteri', 'vessel']","['On', 'mysteri', 'vessel']",3.0,0.0
1682,"The firm, hard edges of the spaceship are giving way to something softer, very mysterious in nature In which we a familiar and appears, now wearing the uniform of a",WORF,1.0,102.txt,"['The', 'firm', 'hard', 'edges', 'spaceship', 'giving', 'way', 'something', 'softer', 'mysterious', 'nature', 'In', 'familiar', 'appears', 'wearing', 'uniform']","['The', 'firm', 'hard', 'edg', 'spaceship', 'give', 'way', 'someth', 'softer', 'mysteri', 'natur', 'In', 'familiar', 'appear', 'wear', 'uniform']","['The', 'firm', 'hard', 'edg', 'spaceship', 'give', 'way', 'someth', 'softer', 'mysteri', 'natur', 'In', 'familiar', 'appear', 'wear', 'uniform']",16.0,-0.1027
1683,"Your time is up, Captain.",WORF,1.0,102.txt,"['Your', 'time', 'Captain']","['Your', 'time', 'Captain']","['Your', 'time', 'Captain']",3.0,0.0
1684,Get off my bridge!,PICARD,1.0,102.txt,"['Get', 'bridge']","['Get', 'bridg']","['Get', 'bridg']",2.0,0.0
1685,"(into command panel) Transporter Chief, do you have their coordinates stepping to the command position.",PICARD,1.0,102.txt,"['command', 'panel', 'Transporter', 'Chief', 'coordinates', 'stepping', 'command', 'position']","['command', 'panel', 'Transport', 'Chief', 'coordin', 'step', 'command', 'posit']","['command', 'panel', 'Transport', 'Chief', 'coordin', 'step', 'command', 'posit']",8.0,0.0
1686,"He can't hear you, Captain gestures upward, at which Picard is suddenly lifted into the air and then to the side of ""Q""'s hand motion in that direction.",PICARD,1.0,102.txt,"['He', 'cant', 'hear', 'Captain', 'gestures', 'upward', 'Picard', 'suddenly', 'lifted', 'air', 'side', 'Qs', 'hand', 'motion', 'direction']","['He', 'cant', 'hear', 'Captain', 'gestur', 'upward', 'Picard', 'suddenli', 'lift', 'air', 'side', 'Qs', 'hand', 'motion', 'direct']","['He', 'cant', 'hear', 'Captain', 'gestur', 'upward', 'Picard', 'suddenli', 'lift', 'air', 'side', 'Qs', 'hand', 'motion', 'direct']",15.0,0.4939
1687,I've people in trouble over there...,"PICARD ""Q"",",1.0,102.txt,"['Ive', 'people', 'trouble']","['Ive', 'peopl', 'troubl']","['Ive', 'peopl', 'troubl']",3.0,0.0
1688,!,"PICARD ""Q"",",1.0,102.txt,[],[],[],0.0,0.0
1689,"As Picard hovers above, steps up and sits in Picard's command position.","PICARD ""Q"",",1.0,102.txt,"['As', 'Picard', 'hovers', 'steps', 'sits', 'Picards', 'command', 'position']","['As', 'Picard', 'hover', 'step', 'sit', 'Picard', 'command', 'posit']","['As', 'Picard', 'hover', 'step', 'sit', 'Picard', 'command', 'posit']",8.0,0.0
1690,"Bridge personnel are coming to their feet angrily, then hesitate as: (continuing) Everyone, at ease!","PICARD ""Q"",",1.0,102.txt,"['Bridge', 'personnel', 'coming', 'feet', 'angrily', 'hesitate', 'continuing', 'Everyone', 'ease']","['Bridg', 'personnel', 'come', 'feet', 'angrili', 'hesit', 'continu', 'Everyon', 'eas']","['Bridg', 'personnel', 'come', 'foot', 'angrili', 'hesit', 'continu', 'Everyon', 'ea']",9.0,0.0
1691,That's an order!,"PICARD ""Q"",",1.0,102.txt,"['Thats', 'order']","['That', 'order']","['That', 'order']",2.0,0.0
1692,"(to My people are in trouble,","PICARD ""Q"",",1.0,102.txt,"['My', 'people', 'trouble']","['My', 'peopl', 'troubl']","['My', 'peopl', 'troubl']",3.0,0.0
1693,Help them; I'll do whatever you say...,"PICARD ""Q"",",1.0,102.txt,"['Help', 'Ill', 'whatever', 'say']","['Help', 'Ill', 'whatev', 'say']","['Help', 'Ill', 'whatev', 'say']",4.0,-0.0258
1694,"As gives another hand signal downward, the Captain is gently deposited onto the deck As the same strange transporter that accompanied Zorn's ""kidnapping"" is heard and the same this time Riker, Data, Troi, Tasha, and Groppler Zorn Very surprised, looking from his away team to","PICARD ""Q"",",1.0,102.txt,"['As', 'gives', 'another', 'hand', 'signal', 'downward', 'Captain', 'gently', 'deposited', 'onto', 'deck', 'As', 'strange', 'transporter', 'accompanied', 'Zorns', 'kidnapping', 'heard', 'time', 'Riker', 'Data', 'Troi', 'Tasha', 'Groppler', 'Zorn', 'Very', 'surprised', 'looking', 'away', 'team']","['As', 'give', 'anoth', 'hand', 'signal', 'downward', 'Captain', 'gentli', 'deposit', 'onto', 'deck', 'As', 'strang', 'transport', 'accompani', 'Zorn', 'kidnap', 'heard', 'time', 'Riker', 'Data', 'Troi', 'Tasha', 'Groppler', 'Zorn', 'Veri', 'surpris', 'look', 'away', 'team']","['As', 'give', 'anoth', 'hand', 'signal', 'downward', 'Captain', 'gentli', 'deposit', 'onto', 'deck', 'As', 'strang', 'transport', 'accompani', 'Zorn', 'kidnap', 'heard', 'time', 'Riker', 'Data', 'Troi', 'Tasha', 'Groppler', 'Zorn', 'Veri', 'surpris', 'look', 'away', 'team']",30.0,0.4939
1695,You'll do whatever say?,"PICARD ""Q"",",1.0,102.txt,"['Youll', 'whatever', 'say']","['Youll', 'whatev', 'say']","['Youll', 'whatev', 'say']",3.0,0.0
1696,(hesitates; nods) It seems did make that bargain.,PICARD,1.0,102.txt,"['hesitates', 'nods', 'It', 'seems', 'make', 'bargain']","['hesit', 'nod', 'It', 'seem', 'make', 'bargain']","['hesit', 'nod', 'It', 'seem', 'make', 'bargain']",6.0,0.2023
1697,"The agreement isn't valid, sir.",TROI,1.0,102.txt,"['The', 'agreement', 'isnt', 'valid', 'sir']","['The', 'agreement', 'isnt', 'valid', 'sir']","['The', 'agreement', 'isnt', 'valid', 'sir']",5.0,0.4939
1698,It wasn't that saved us.,TROI,1.0,102.txt,"['It', 'wasnt', 'saved', 'us']","['It', 'wasnt', 'save', 'us']","['It', 'wasnt', 'save', 'u']",4.0,-0.3875
1699,(quickly; indicating viewer) Save yourselves!,TROI,1.0,102.txt,"['quickly', 'indicating', 'viewer', 'Save']","['quickli', 'indic', 'viewer', 'Save']","['quickli', 'indic', 'viewer', 'Save']",4.0,0.4939
1700,"It may attack you now On which the changed of the mystery ""vessel"" seems to be floating in closer to the Enterprise.",TROI,1.0,102.txt,"['It', 'may', 'attack', 'On', 'changed', 'mystery', 'vessel', 'seems', 'floating', 'closer', 'Enterprise']","['It', 'may', 'attack', 'On', 'chang', 'mysteri', 'vessel', 'seem', 'float', 'closer', 'Enterpris']","['It', 'may', 'attack', 'On', 'chang', 'mysteri', 'vessel', 'seem', 'float', 'closer', 'Enterpris']",11.0,-0.4767
1701,"It was that which sent us back, Captain.",RIKER,1.0,102.txt,"['It', 'sent', 'us', 'back', 'Captain']","['It', 'sent', 'us', 'back', 'Captain']","['It', 'sent', 'u', 'back', 'Captain']",5.0,0.0
1702,Yes sir.,TROI,1.0,102.txt,"['Yes', 'sir']","['Ye', 'sir']","['Ye', 'sir']",2.0,0.0
1703,"It's not a vessel, sir.",TROI,1.0,102.txt,"['Its', 'vessel', 'sir']","['It', 'vessel', 'sir']","['It', 'vessel', 'sir']",3.0,0.0
1704,It's alive somehow...,TROI,1.0,102.txt,"['Its', 'alive', 'somehow']","['It', 'aliv', 'somehow']","['It', 'aliv', 'somehow']",3.0,0.0
1705,She lies!,TROI,1.0,102.txt,"['She', 'lies']","['She', 'lie']","['She', 'lie']",2.0,0.0
1706,Destroy it while you have a chance.,TROI,1.0,102.txt,"['Destroy', 'chance']","['Destroy', 'chanc']","['Destroy', 'chanc']",2.0,-0.5423
1707,(to Tasha) Make phasers and photon torpedoes ready...,TROI,1.0,102.txt,"['Tasha', 'Make', 'phasers', 'photon', 'torpedoes', 'ready']","['Tasha', 'Make', 'phaser', 'photon', 'torpedo', 'readi']","['Tasha', 'Make', 'phaser', 'photon', 'torpedo', 'readi']",6.0,0.0
1708,!,TROI,1.0,102.txt,[],[],[],0.0,0.0
1709,No!,PICARD,1.0,102.txt,['No'],['No'],['No'],1.0,-0.296
1710,Do nothing he suggests!,PICARD,1.0,102.txt,"['Do', 'nothing', 'suggests']","['Do', 'noth', 'suggest']","['Do', 'noth', 'suggest']",3.0,0.0
1711,"But that thing was killing my people, Captain...",ZORN,1.0,102.txt,"['But', 'thing', 'killing', 'people', 'Captain']","['But', 'thing', 'kill', 'peopl', 'Captain']","['But', 'thing', 'kill', 'peopl', 'Captain']",5.0,-0.6908
1712,"True, but why?",PICARD,1.0,102.txt,['True'],['True'],['True'],1.0,0.4215
1713,Was there a reason?,PICARD,1.0,102.txt,"['Was', 'reason']","['Wa', 'reason']","['Wa', 'reason']",2.0,0.0
1714,"It is an unknown, Captain!",PICARD,1.0,102.txt,"['It', 'unknown', 'Captain']","['It', 'unknown', 'Captain']","['It', 'unknown', 'Captain']",3.0,0.0
1715,Isn't that enough?,PICARD,1.0,102.txt,"['Isnt', 'enough']","['Isnt', 'enough']","['Isnt', 'enough']",2.0,0.0
1716,"If you had earned that uniform you're wearing, you'd know that the unknown is what brings us out here!",PICARD,1.0,102.txt,"['If', 'earned', 'uniform', 'youre', 'wearing', 'youd', 'know', 'unknown', 'brings', 'us']","['If', 'earn', 'uniform', 'your', 'wear', 'youd', 'know', 'unknown', 'bring', 'us']","['If', 'earn', 'uniform', 'your', 'wear', 'youd', 'know', 'unknown', 'bring', 'u']",10.0,0.0
1717,"Wasted effort, considering the human intelligence.",PICARD,1.0,102.txt,"['Wasted', 'effort', 'considering', 'human', 'intelligence']","['Wast', 'effort', 'consid', 'human', 'intellig']","['Wast', 'effort', 'consid', 'human', 'intellig']",5.0,0.0
1718,Let's test that...,PICARD,1.0,102.txt,"['Lets', 'test']","['Let', 'test']","['Let', 'test']",2.0,0.0
1719,(to Zorn) ...,PICARD,1.0,102.txt,['Zorn'],['Zorn'],['Zorn'],1.0,0.0
1720,"starting with the tunnels you have under Farpoint, Groppler.",PICARD,1.0,102.txt,"['starting', 'tunnels', 'Farpoint', 'Groppler']","['start', 'tunnel', 'Farpoint', 'Groppler']","['start', 'tunnel', 'Farpoint', 'Groppler']",4.0,0.0
1721,"Identical to the ones on that space vessel lifeform, over there.",RIKER,1.0,102.txt,"['Identical', 'ones', 'space', 'vessel', 'lifeform']","['Ident', 'one', 'space', 'vessel', 'lifeform']","['Ident', 'one', 'space', 'vessel', 'lifeform']",5.0,0.0
1722,"Why was it punishing you, Groppler In return for pain you caused to some other creature?",RIKER,1.0,102.txt,"['Why', 'punishing', 'Groppler', 'In', 'return', 'pain', 'caused', 'creature']","['Whi', 'punish', 'Groppler', 'In', 'return', 'pain', 'caus', 'creatur']","['Whi', 'punish', 'Groppler', 'In', 'return', 'pain', 'caus', 'creatur']",8.0,-0.7717
1723,We did nothing wrong!,ZORN,1.0,102.txt,"['We', 'nothing', 'wrong']","['We', 'noth', 'wrong']","['We', 'noth', 'wrong']",3.0,-0.4767
1724,"It was injured, we helped it...",ZORN,1.0,102.txt,"['It', 'injured', 'helped']","['It', 'injur', 'help']","['It', 'injur', 'help']",3.0,0.4019
1725,"(interrupting; to Zorn) Thank you, that was the missing part.",PICARD,1.0,102.txt,"['interrupting', 'Zorn', 'Thank', 'missing', 'part']","['interrupt', 'Zorn', 'Thank', 'miss', 'part']","['interrupt', 'Zorn', 'Thank', 'miss', 'part']",5.0,-0.128
1726,"(turns) Tasha, rig phasers to deliver an energy beam.",PICARD,1.0,102.txt,"['turns', 'Tasha', 'rig', 'phasers', 'deliver', 'energy', 'beam']","['turn', 'Tasha', 'rig', 'phaser', 'deliv', 'energi', 'beam']","['turn', 'Tasha', 'rig', 'phaser', 'deliv', 'energi', 'beam']",7.0,-0.128
1727,"(puzzled) Aye, sir.",TASHA,1.0,102.txt,"['puzzled', 'Aye', 'sir']","['puzzl', 'Aye', 'sir']","['puzzl', 'Aye', 'sir']",3.0,0.0
1728,"Tasha steps to her panel, makes settings on controls there.",TASHA,1.0,102.txt,"['Tasha', 'steps', 'panel', 'makes', 'settings', 'controls']","['Tasha', 'step', 'panel', 'make', 'set', 'control']","['Tasha', 'step', 'panel', 'make', 'set', 'control']",6.0,0.0
1729,"Yes, Captain, understand now.",RIKER,1.0,102.txt,"['Yes', 'Captain', 'understand']","['Ye', 'Captain', 'understand']","['Ye', 'Captain', 'understand']",3.0,0.0
1730,It has to be conceivable that somewhere in the galaxy there could exist creatures able to convert energy into matter...,RIKER,1.0,102.txt,"['It', 'conceivable', 'somewhere', 'galaxy', 'could', 'exist', 'creatures', 'able', 'convert', 'energy', 'matter']","['It', 'conceiv', 'somewher', 'galaxi', 'could', 'exist', 'creatur', 'abl', 'convert', 'energi', 'matter']","['It', 'conceiv', 'somewher', 'galaxi', 'could', 'exist', 'creatur', 'abl', 'convert', 'energi', 'matter']",11.0,0.0258
1731,(nodding) And into specific patterns of matter.,PICARD,1.0,102.txt,"['nodding', 'And', 'specific', 'patterns', 'matter']","['nod', 'And', 'specif', 'pattern', 'matter']","['nod', 'And', 'specif', 'pattern', 'matter']",5.0,0.0258
1732,Much as our transporters do.,PICARD,1.0,102.txt,"['Much', 'transporters']","['Much', 'transport']","['Much', 'transport']",2.0,0.0
1733,"(indicating) On the viewer, Captain Where the vessel/creature is","TASHA ANGLE EMPHASIZING MAIN VIEWER (OPTICAL) IMAGE SOFTENING FURTHER INTO AN AMORPHOUS, COLORFUL AND LOVELY SHAPE.",1.0,102.txt,"['indicating', 'On', 'viewer', 'Captain', 'Where', 'vesselcreature']","['indic', 'On', 'viewer', 'Captain', 'Where', 'vesselcreatur']","['indic', 'On', 'viewer', 'Captain', 'Where', 'vesselcreatur']",6.0,0.0
1734,"Picard turns to the Groppler, demanding: Zorn, you captured something like that, didn't you?","TASHA ANGLE EMPHASIZING MAIN VIEWER (OPTICAL) IMAGE SOFTENING FURTHER INTO AN AMORPHOUS, COLORFUL AND LOVELY SHAPE.",1.0,102.txt,"['Picard', 'turns', 'Groppler', 'demanding', 'Zorn', 'captured', 'something', 'like', 'didnt']","['Picard', 'turn', 'Groppler', 'demand', 'Zorn', 'captur', 'someth', 'like', 'didnt']","['Picard', 'turn', 'Groppler', 'demand', 'Zorn', 'captur', 'someth', 'like', 'didnt']",9.0,0.25
1735,"On main viewer, the and it is","TASHA ANGLE EMPHASIZING MAIN VIEWER (OPTICAL) IMAGE SOFTENING FURTHER INTO AN AMORPHOUS, COLORFUL AND LOVELY SHAPE.",1.0,102.txt,"['On', 'main', 'viewer']","['On', 'main', 'viewer']","['On', 'main', 'viewer']",3.0,0.0
1736,"Zorn reacts to this, shows panic Warn my people, please!","TASHA ANGLE EMPHASIZING MAIN VIEWER (OPTICAL) IMAGE SOFTENING FURTHER INTO AN AMORPHOUS, COLORFUL AND LOVELY SHAPE.",1.0,102.txt,"['Zorn', 'reacts', 'shows', 'panic', 'Warn', 'people', 'please']","['Zorn', 'react', 'show', 'panic', 'Warn', 'peopl', 'pleas']","['Zorn', 'react', 'show', 'panic', 'Warn', 'peopl', 'plea']",7.0,-0.5719
1737,Leave Farpoint Station immediately!,"TASHA ANGLE EMPHASIZING MAIN VIEWER (OPTICAL) IMAGE SOFTENING FURTHER INTO AN AMORPHOUS, COLORFUL AND LOVELY SHAPE.",1.0,102.txt,"['Leave', 'Farpoint', 'Station', 'immediately']","['Leav', 'Farpoint', 'Station', 'immedi']","['Leav', 'Farpoint', 'Station', 'immedi']",4.0,0.0
1738,"He's lied to you, Captain.","TASHA ANGLE EMPHASIZING MAIN VIEWER (OPTICAL) IMAGE SOFTENING FURTHER INTO AN AMORPHOUS, COLORFUL AND LOVELY SHAPE.",1.0,102.txt,"['Hes', 'lied', 'Captain']","['He', 'lie', 'Captain']","['He', 'lie', 'Captain']",3.0,0.0
1739,Shouldn't you let his people die?,"TASHA ANGLE EMPHASIZING MAIN VIEWER (OPTICAL) IMAGE SOFTENING FURTHER INTO AN AMORPHOUS, COLORFUL AND LOVELY SHAPE.",1.0,102.txt,"['Shouldnt', 'let', 'people', 'die']","['Shouldnt', 'let', 'peopl', 'die']","['Shouldnt', 'let', 'peopl', 'die']",4.0,-0.5994
1740,(nods to Ops) Transmit the message.,PICARD,1.0,102.txt,"['nods', 'Ops', 'Transmit', 'message']","['nod', 'Op', 'Transmit', 'messag']","['nod', 'Op', 'Transmit', 'messag']",4.0,0.0
1741,"""Leave Farpoint immediately"".",PICARD,1.0,102.txt,"['Leave', 'Farpoint', 'immediately']","['Leav', 'Farpoint', 'immedi']","['Leav', 'Farpoint', 'immedi']",3.0,0.0
1742,Then it was a pair of creatures was sensing.,TROI,1.0,102.txt,"['Then', 'pair', 'creatures', 'sensing']","['Then', 'pair', 'creatur', 'sens']","['Then', 'pair', 'creatur', 'sen']",4.0,0.0
1743,"One down there in grief and pain, the other up here, filled with anger...",TROI,1.0,102.txt,"['One', 'grief', 'pain', 'filled', 'anger']","['One', 'grief', 'pain', 'fill', 'anger']","['One', 'grief', 'pain', 'fill', 'anger']",5.0,-0.8807
1744,"(nodding) And firing not on the new space station, but on the old Bandi city.",DATA,1.0,102.txt,"['nodding', 'And', 'firing', 'new', 'space', 'station', 'old', 'Bandi', 'city']","['nod', 'And', 'fire', 'new', 'space', 'station', 'old', 'Bandi', 'citi']","['nod', 'And', 'fire', 'new', 'space', 'station', 'old', 'Bandi', 'citi']",9.0,-0.34
1745,(to Attacking those who captured it's...,"PICARD ""Q"")",1.0,102.txt,"['Attacking', 'captured']","['Attack', 'captur']","['Attack', 'captur']",2.0,-0.4767
1746,(to Troi) ...,"PICARD ""Q"")",1.0,102.txt,['Troi'],['Troi'],['Troi'],1.0,0.0
1747,it's mate?,"PICARD ""Q"")",1.0,102.txt,['mate'],['mate'],['mate'],1.0,0.0
1748,"Energy beam ready, sir.",TASHA,1.0,102.txt,"['Energy', 'beam', 'ready', 'sir']","['Energi', 'beam', 'readi', 'sir']","['Energi', 'beam', 'readi', 'sir']",4.0,0.0
1749,(to Tasha) Lock it in on Farpoint Station.,PICARD,1.0,102.txt,"['Tasha', 'Lock', 'Farpoint', 'Station']","['Tasha', 'Lock', 'Farpoint', 'Station']","['Tasha', 'Lock', 'Farpoint', 'Station']",4.0,0.0
1750,"stands in an annoyed manner, indicates the captain's position to Picard.",PICARD,1.0,102.txt,"['stands', 'annoyed', 'manner', 'indicates', 'captains', 'position', 'Picard']","['stand', 'annoy', 'manner', 'indic', 'captain', 'posit', 'Picard']","['stand', 'annoy', 'manner', 'indic', 'captain', 'posit', 'Picard']",7.0,-0.4404
1751,see now it was too simple a puzzle.,PICARD,1.0,102.txt,"['see', 'simple', 'puzzle']","['see', 'simpl', 'puzzl']","['see', 'simpl', 'puzzl']",3.0,0.0
1752,But generosity has always been my weakness.,PICARD,1.0,102.txt,"['But', 'generosity', 'always', 'weakness']","['But', 'generos', 'alway', 'weak']","['But', 'generos', 'alway', 'weak']",4.0,-0.4404
1753,"As moves aside, Picard takes his position, turning to Tasha.",PICARD,1.0,102.txt,"['As', 'moves', 'aside', 'Picard', 'takes', 'position', 'turning', 'Tasha']","['As', 'move', 'asid', 'Picard', 'take', 'posit', 'turn', 'Tasha']","['As', 'move', 'asid', 'Picard', 'take', 'posit', 'turn', 'Tasha']",8.0,0.0
1754,Let it have whatever it can absorb.,PICARD,1.0,102.txt,"['Let', 'whatever', 'absorb']","['Let', 'whatev', 'absorb']","['Let', 'whatev', 'absorb']",3.0,0.0
1755,"Energize in orbit, as a",PICARD,1.0,102.txt,"['Energize', 'orbit']","['Energ', 'orbit']","['Energ', 'orbit']",2.0,0.0
1756,terminating and being absorbed into Farpoint Station ,FARPOINT STATION (OPTICAL) HIGH DOWNWARD SHOT SHOWING THE ENERGY BEAM INT.,1.0,102.txt,"['terminating', 'absorbed', 'Farpoint', 'Station']","['termin', 'absorb', 'Farpoint', 'Station']","['termin', 'absorb', 'Farpoint', 'Station']",4.0,0.0
1757,Picard and others watching the energy beam terminating at Farpoint Station.,BRIDGE INCLUDING MAIN VIEWER (OPTICAL),1.0,102.txt,"['Picard', 'others', 'watching', 'energy', 'beam', 'terminating', 'Farpoint', 'Station']","['Picard', 'other', 'watch', 'energi', 'beam', 'termin', 'Farpoint', 'Station']","['Picard', 'other', 'watch', 'energi', 'beam', 'termin', 'Farpoint', 'Station']",8.0,0.0
1758,"Now getting feedback on the beam, sir.",TASHA,1.0,102.txt,"['Now', 'getting', 'feedback', 'beam', 'sir']","['Now', 'get', 'feedback', 'beam', 'sir']","['Now', 'get', 'feedback', 'beam', 'sir']",5.0,0.0
1759,Discontinue it.,PICARD,1.0,102.txt,['Discontinue'],['Discontinu'],['Discontinu'],1.0,0.0
1760,"(to Zorn) Groppler Zorn, there'll soon be no Farpoint Station if I'm right about this.",PICARD,1.0,102.txt,"['Zorn', 'Groppler', 'Zorn', 'therell', 'soon', 'Farpoint', 'Station', 'Im', 'right']","['Zorn', 'Groppler', 'Zorn', 'therel', 'soon', 'Farpoint', 'Station', 'Im', 'right']","['Zorn', 'Groppler', 'Zorn', 'therel', 'soon', 'Farpoint', 'Station', 'Im', 'right']",9.0,0.0
1761,lucky guess!,PICARD,1.0,102.txt,"['lucky', 'guess']","['lucki', 'guess']","['lucki', 'guess']",2.0,0.0
1762,"know we deserve this loss, but please believe me, we meant not to harm the creature, but to use it.",ZORN,1.0,102.txt,"['know', 'deserve', 'loss', 'please', 'believe', 'meant', 'harm', 'creature', 'use']","['know', 'deserv', 'loss', 'pleas', 'believ', 'meant', 'harm', 'creatur', 'use']","['know', 'deserv', 'loss', 'plea', 'believ', 'meant', 'harm', 'creatur', 'use']",9.0,-0.7003
1763,"Sir, a feeling of great joy.",TROI,1.0,102.txt,"['Sir', 'feeling', 'great', 'joy']","['Sir', 'feel', 'great', 'joy']","['Sir', 'feel', 'great', 'joy']",4.0,0.836
